Antibody,Antigen,IC50,
CH235.12,CAAN5342,2.23,
CH235.12,CAAN5342,1.4365,
CH235.12,CAP210_E8,>50,
CH235.12,CAP210_E8,>50,
CH235.12,CAP210_E8,>50,
CH235.12,CAP244_D3,1.52,
CH235.12,CAP244_D3,1.52,
CH235.12,CAP244_D3,1.0925,
CH235.12,CAP256_SU,1.32,
CH235.12,CAP256_SU,1.32,
CH235.12,CAP256_SU,1.0075,
CH235.12,CAP45_G3,0.568,
CH235.12,CAP45_G3,0.568,
CH235.12,CAP45_G3,0.451,
CH235.12,CE1176_A3,1.24,
CH235.12,CE1176_A3,1.24,
CH235.12,CE1176_A3,0.9195,
CH235.12,CH038_12,17.3,
CH235.12,CH038_12,17.3,
CH235.12,CH038_12,11.795,
CH235.12,CH070_1,2.39,
CH235.12,CH070_1,2.39,
CH235.12,CH070_1,1.671,
CH235.12,CH117_4,0.34,
CH235.12,CH117_4,0.34,
CH235.12,CH117_4,0.236,
CH235.12,CH119_10,1.24,
CH235.12,CH119_10,1.24,
CH235.12,CH119_10,0.8915,
CH235.12,CH181_12,0.612,
CH235.12,CH181_12,0.612,
CH235.12,CH181_12,0.449,
CH235.12,CM244_EC1,0.089,
CH235.12,CM244_EC1,0.16,
CH235.12,CM244_EC1,0.1095,
CH235.12,CNE10,5.26,
CH235.12,CNE10,5.26,
CH235.12,CNE10,3.64,
CH235.12,CNE12,2.56,
CH235.12,CNE12,2.56,
CH235.12,CNE12,1.85,
CH235.12,CNE14,0.594,
CH235.12,CNE14,0.594,
CH235.12,CNE14,0.4515,
CH235.12,CNE15,0.249,
CH235.12,CNE15,0.249,
CH235.12,CNE15,0.167,
CH235.12,CNE19,0.134,
CH235.12,CNE19,0.134,
CH235.12,CNE19,0.0925,
CH235.12,CNE20,0.254,
CH235.12,CNE20,0.254,
CH235.12,CNE20,0.1775,
CH235.12,CNE21,0.527,
CH235.12,CNE21,0.527,
CH235.12,CNE21,0.433,
CH235.12,CNE3,2.45,
CH235.12,CNE3,2.45,
CH235.12,CNE3,1.775,
CH235.12,CNE30,1.21,
CH235.12,CNE30,1.21,
CH235.12,CNE30,0.9075,
CH235.12,CNE31,2.78,
CH235.12,CNE31,2.78,
CH235.12,CNE31,2.245,
CH235.12,CNE4,1.16,
CH235.12,CNE4,1.16,
CH235.12,CNE4,0.803,
CH235.12,CNE40,0.207,
CH235.12,CNE40,0.207,
CH235.12,CNE40,0.1525,
CH235.12,CNE5,1.03,
CH235.12,CNE5,1.03,
CH235.12,CNE5,0.689,
CH235.12,CNE53,0.274,
CH235.12,CNE53,0.274,
CH235.12,CNE53,0.194,
CH235.12,CNE55,0.4,
CH235.12,CNE55,0.4,
CH235.12,CNE55,0.2785,
CH235.12,CNE56,1.1,
CH235.12,CNE56,1.1,
CH235.12,CNE56,0.764,
CH235.12,CNE57,1.25,
CH235.12,CNE57,1.25,
CH235.12,CNE57,0.857,
CH235.12,CNE58,1.95,
CH235.12,CNE58,1.95,
CH235.12,CNE58,1.3085,
CH235.12,CNE59,0.943,
CH235.12,CNE59,0.943,
CH235.12,CNE59,0.6595,
CH235.12,CNE7,1.36,
CH235.12,CNE7,1.36,
CH235.12,CNE7,1.103,
CH235.12,CNE8,1.1,
CH235.12,CNE8,1.1,
CH235.12,CNE8,0.7135,
CH235.12,DJ263_8,0.276,
CH235.12,DJ263_8,0.276,
CH235.12,DJ263_8,0.192,
CH235.12,DU123_06,4.25,
CH235.12,DU123_06,4.25,
CH235.12,DU123_06,3.285,
CH235.12,DU151_02,0.287,
CH235.12,DU151_02,0.287,
CH235.12,DU151_02,0.196,
CH235.12,DU156_12,0.285,
CH235.12,DU156_12,0.285,
CH235.12,DU156_12,0.2065,
CH235.12,DU172_17,0.361,
CH235.12,DU172_17,0.361,
CH235.12,DU172_17,0.258,
CH235.12,DU422_1,0.944,
CH235.12,DU422_1,0.944,
CH235.12,DU422_1,0.675,
CH235.12,H086_8,0.174,
CH235.12,H086_8,0.174,
CH235.12,H086_8,0.133,
CH235.12,HT593_1,0.984,
CH235.12,HT593_1,0.984,
CH235.12,HT593_1,0.686,
CH235.12,HXB2,0.173,
CH235.12,HXB2,0.173,
CH235.12,HXB2,0.1135,
CH235.12,JRCSF,0.596,
CH235.12,JRCSF,0.596,
CH235.12,JRCSF,0.4625,
CH235.12,JRFL,0.127,
CH235.12,JRFL,0.127,
CH235.12,JRFL,0.0925,
CH235.12,KER2008_12,>50,
CH235.12,KER2008_12,>50,
CH235.12,KER2008_12,>50,
CH235.12,KER2018_11,2.52,
CH235.12,KER2018_11,2.52,
CH235.12,KER2018_11,1.6505,
CH235.12,KNH1209_18,0.251,
CH235.12,KNH1209_18,0.251,
CH235.12,KNH1209_18,0.1785,
CH235.12,KO426_T78_10,14.2,
CH235.12,KO426_T78_10,8.95,
CH235.12,M02138,0.3965,
CH235.12,MB201_A1,0.333,
CH235.12,MB201_A1,0.333,
CH235.12,MB201_A1,0.2395,
CH235.12,MB539_2B7,1.71,
CH235.12,MB539_2B7,1.71,
CH235.12,MB539_2B7,1.2875,
CH235.12,MI369_A5,0.416,
CH235.12,MI369_A5,0.416,
CH235.12,MI369_A5,0.3015,
CH235.12,MN_3,0.142,
CH235.12,MN_3,0.1225,
CH235.12,MS208_A1,0.463,
CH235.12,MS208_A1,0.463,
CH235.12,MS208_A1,0.3845,
CH235.12,MW965_26,0.573,
CH235.12,MW965_26,0.573,
CH235.12,MW965_26,0.47,
CH235.12,NKU3006_EC1,0.466,
CH235.12,NKU3006_EC1,0.466,
CH235.12,NKU3006_EC1,0.406,
CH235.12,P0402_C2_11,0.594,
CH235.12,P1981_C5_3,2.19,
CH235.12,P1981_C5_3,2.19,
CH235.12,P1981_C5_3,1.865,
CH235.12,PVO_4,1.47,
CH235.12,PVO_4,1.47,
CH235.12,PVO_4,1.1065,
CH235.12,Q168_A2,0.261,
CH235.12,Q168_A2,0.261,
CH235.12,Q168_A2,0.1905,
CH235.12,Q23_17,0.132,
CH235.12,Q23_17,0.132,
CH235.12,Q23_17,0.09,
CH235.12,Q259_17,0.1,
CH235.12,Q259_17,0.1,
CH235.12,Q259_17,0.0775,
CH235.12,Q461_E2,0.818,
CH235.12,Q461_E2,0.818,
CH235.12,Q461_E2,0.8075,
CH235.12,Q769_D22,0.11,
CH235.12,Q769_D22,0.11,
CH235.12,Q769_D22,0.0875,
CH235.12,Q769_H5,0.139,
CH235.12,Q769_H5,0.139,
CH235.12,Q769_H5,0.1015,
CH235.12,Q842_D12,0.091,
CH235.12,Q842_D12,0.091,
CH235.12,Q842_D12,0.0695,
CH235.12,QH0515_1,1.4,
CH235.12,QH0515_1,1.4,
CH235.12,QH0515_1,1.22,
CH235.12,QH0692_42,2.25,
CH235.12,QH0692_42,2.25,
CH235.12,QH0692_42,1.7,
CH235.12,QH209_14M_A2,0.374,
CH235.12,QH209_14M_A2,0.374,
CH235.12,QH209_14M_A2,0.2625,
CH235.12,R1166_C1,0.758,
CH235.12,R1166_C1,0.758,
CH235.12,R1166_C1,0.7,
CH235.12,R2184_C4,0.563,
CH235.12,R2184_C4,0.563,
CH235.12,R2184_C4,0.4575,
CH235.12,R3265_C6,0.172,
CH235.12,R3265_C6,0.172,
CH235.12,R3265_C6,0.131,
CH235.12,REJO4541_67,1.09,
CH235.12,REJO4541_67,1.09,
CH235.12,REJO4541_67,0.785,
CH235.12,RHPA4259_7,0.091,
CH235.12,RHPA4259_7,0.091,
CH235.12,RHPA4259_7,0.059,
CH235.12,S018_18,0.11,
CH235.12,S018_18,0.11,
CH235.12,S018_18,0.0805,
CH235.12,SC422_8,0.798,
CH235.12,SC422_8,0.798,
CH235.12,SC422_8,0.5835,
CH235.12,SF162,0.534,
CH235.12,SF162,0.534,
CH235.12,SF162,0.4195,
CH235.12,SS1196_1,0.827,
CH235.12,SS1196_1,0.827,
CH235.12,SS1196_1,0.661,
CH235.12,T250_4,>50,
CH235.12,T250_4,>50,
CH235.12,T250_4,>50,
CH235.12,T251_18,4.02,
CH235.12,T251_18,4.02,
CH235.12,T251_18,3.32,
CH235.12,T253_11,1.65,
CH235.12,T253_11,1.65,
CH235.12,T253_11,1.1615,
CH235.12,T255_34,0.608,
CH235.12,T255_34,0.608,
CH235.12,T255_34,0.4515,
CH235.12,T257_31,2.66,
CH235.12,T257_31,2.66,
CH235.12,T257_31,2.175,
CH235.12,T266_60,10.3,
CH235.12,T266_60,10.3,
CH235.12,T266_60,7.92,
CH235.12,T278_50,>50,
CH235.12,T278_50,>50,
CH235.12,T278_50,>50,
CH235.12,T280_5,0.109,
CH235.12,T280_5,0.109,
CH235.12,T280_5,0.072,
CH235.12,T33_7,0.039,
CH235.12,T33_7,0.039,
CH235.12,T33_7,0.0255,
CH235.12,TH023_6,0.4105,
CH235.12,TH966_8,0.304,
CH235.12,TH966_8,0.304,
CH235.12,TH966_8,0.2505,
CH235.12,TH976_17,0.286,
CH235.12,TH976_17,0.286,
CH235.12,TH976_17,0.214,
CH235.12,THRO4156,>50,
CH235.12,THRO4156,>50,
CH235.12,THRO4156,>50,
CH235.12,TRJO4551_58,0.524,
CH235.12,TRJO4551_58,0.524,
CH235.12,TRJO4551_58,0.4245,
CH235.12,TRO_11,0.714,
CH235.12,TRO_11,0.714,
CH235.12,TRO_11,0.587,
CH235.12,TV1_29,4.63,
CH235.12,TV1_29,4.63,
CH235.12,TV1_29,3.94,
CH235.12,TZA125_17,>50,
CH235.12,TZA125_17,>50,
CH235.12,TZA125_17,27.3,
CH235.12,TZBD_02,0.219,
CH235.12,TZBD_02,0.219,
CH235.12,TZBD_02,0.158,
CH235.12,UG021_16,>50,
CH235.12,UG024_2,3.705,
CH235.12,UG037_8,0.188,
CH235.12,UG037_8,0.188,
CH235.12,UG037_8,0.172,
CH235.12,WITO4160_33,0.418,
CH235.12,WITO4160_33,0.418,
CH235.12,WITO4160_33,0.296,
CH235.12,X1193_C1,0.972,
CH235.12,X1193_C1,0.972,
CH235.12,X1193_C1,0.722,
CH235.12,X1254_C3,1.98,
CH235.12,X1254_C3,1.98,
CH235.12,X1254_C3,1.735,
CH235.12,X1632_S2_B10,0.484,
CH235.12,X1632_S2_B10,0.484,
CH235.12,X1632_S2_B10,0.3455,
CH235.12,X2088_C9,>50,
CH235.12,X2088_C9,>50,
CH235.12,X2088_C9,>50,
CH235.12,X2131_C1_B5,2.58,
CH235.12,X2131_C1_B5,2.58,
CH235.12,X2131_C1_B5,1.99,
CH235.12,X2278_C2_B6,0.425,
CH235.12,X2278_C2_B6,0.425,
CH235.12,X2278_C2_B6,0.3215,
CH235.12,YU2,0.235,
CH235.12,YU2,0.235,
CH235.12,YU2,0.1715,
CH235.12,ZA012_29,0.971,
CH235.12,ZA012_29,0.971,
CH235.12,ZA012_29,0.801,
CH235.12,ZM106_9,0.62,
CH235.12,ZM106_9,0.62,
CH235.12,ZM106_9,0.504,
CH235.12,ZM109_4,0.416,
CH235.12,ZM109_4,0.416,
CH235.12,ZM109_4,0.3295,
CH235.12,ZM135_10A,>50,
CH235.12,ZM135_10A,>50,
CH235.12,ZM135_10A,>50,
CH235.12,ZM176_66,0.183,
CH235.12,ZM176_66,0.183,
CH235.12,ZM176_66,0.1435,
CH235.12,ZM197_7,1.4,
CH235.12,ZM197_7,1.4,
CH235.12,ZM197_7,1.48,
CH235.12,ZM214_15,2.22,
CH235.12,ZM214_15,2.22,
CH235.12,ZM214_15,1.67,
CH235.12,ZM215_8,0.315,
CH235.12,ZM215_8,0.315,
CH235.12,ZM215_8,0.253,
CH235.12,ZM233_6,1.25,
CH235.12,ZM233_6,1.25,
CH235.12,ZM233_6,1.037,
CH235.12,ZM249_1,0.273,
CH235.12,ZM249_1,0.273,
CH235.12,ZM249_1,0.218,
CH235.12,ZM53_12,0.558,
CH235.12,ZM53_12,0.558,
CH235.12,ZM53_12,0.4435,
CH235.12,ZM55_28A,0.665,
CH235.12,ZM55_28A,0.665,
CH235.12,ZM55_28A,0.46,
CH235.9,0013095_2_11,>50,
CH235.9,001428_2_42,0.417,
CH235.9,0077_V1_C16,41.7,
CH235.9,00836_2_5,>50,
CH235.9,0260_V5_C36,10.5,
CH235.9,0330_V4_C3,1.88,
CH235.9,0439_V5_C1,3.49,
CH235.9,0815_V3_C3,0.549,
CH235.9,0921_V2_C14,1.76,
CH235.9,16055_2_3,0.768,
CH235.9,16845_2_22,28,
CH235.9,16936_2_21,1.85,
CH235.9,231965_C1,>50,
CH235.9,235_47,2.25,
CH235.9,242_14,>50,
CH235.9,247_23,3.32,
CH235.9,25710_2_43,0.983,
CH235.9,25711_2_4,4.57,
CH235.9,25925_2_22,2.51,
CH235.9,26191_2_48,1.65,
CH235.9,263_8,2.93,
CH235.9,269_12,>50,
CH235.9,271_11,0.652,
CH235.9,286_36,3,
CH235.9,288_38,3.62,
CH235.9,3016_V5_C45,>50,
CH235.9,3168_V4_C10,6.56,
CH235.9,3301_V1_C24,1.91,
CH235.9,3326_V4_C3,1.54,
CH235.9,3337_V2_C6,10.8,
CH235.9,3365_V2_C20,1.29,
CH235.9,3415_V1_C1,3.2,
CH235.9,3468_V1_C12,0.659,
CH235.9,3589_V1_C4,>50,
CH235.9,3637_V5_C3,10.5,
CH235.9,3718_3_11,1.8,
CH235.9,3817_V2_C59,14.6,
CH235.9,3873_V1_C24,>50,
CH235.9,3988_25,3.49,
CH235.9,398_F1_F6_20,5.48,
CH235.9,45_01DG5,0.507,
CH235.9,57128_VRC15,>50,
CH235.9,5768_4,3.75,
CH235.9,6095_V1_C10,3.29,
CH235.9,6101_1,3.14,
CH235.9,620345_C1,8.61,
CH235.9,6322_V4_C1,4.74,
CH235.9,6405_V4_C34,>50,
CH235.9,6471_V1_C16,>50,
CH235.9,6535_3,>50,
CH235.9,6540_V4_C1,>50,
CH235.9,6545_V4_C1,>50,
CH235.9,6631_V3_C10,>50,
CH235.9,6644_V2_C33,>50,
CH235.9,6785_V5_C14,>50,
CH235.9,6838_V1_C35,4.54,
CH235.9,703010217_B6,1.7,
CH235.9,7165_18,>50,
CH235.9,89_6,27.7,
CH235.9,928_28,3.55,
CH235.9,92BR025_9,>50,
CH235.9,92RW020_2,1.05,
CH235.9,96ZM651_02,4.37,
CH235.9,A03349M1_VRC4A,7.54,
CH235.9,A07412M1_VRC12,0.351,
CH235.9,AC10_29,9.55,
CH235.9,ADA,2.88,
CH235.9,BAL_01,0.326,
CH235.9,BAL_26,1.1,
CH235.9,BB201_B42,7.2,
CH235.9,BG1168_1,4.06,
CH235.9,BG505_W6M_C2,0.823,
CH235.9,BI369_9A,1.95,
CH235.9,BJOX002000_03_2,2.74,
CH235.9,BJOX009000_02_4,>50,
CH235.9,BJOX010000_06_2,>50,
CH235.9,BJOX025000_01_1,0.586,
CH235.9,BJOX028000_10_3,0.886,
CH235.9,BL01,>50,
CH235.9,BR07,4.66,
CH235.9,BS208_B1,1.77,
CH235.9,BX08_16,>50,
CH235.9,C1080_C3,13.3,
CH235.9,C2101_C1,3.37,
CH235.9,C3347_C11,0.482,
CH235.9,C4118_9,1.04,
CH235.9,CAAN5342,7.47,
CH235.9,CAP210_E8,>50,
CH235.9,CAP244_D3,13.2,
CH235.9,CAP256_SU,3.73,
CH235.9,CAP45_G3,4,
CH235.9,CE1176_A3,7.71,
CH235.9,CH038_12,>50,
CH235.9,CH070_1,>50,
CH235.9,CH117_4,1.03,
CH235.9,CH119_10,3.68,
CH235.9,CH181_12,3.44,
CH235.9,CM244_EC1,0.16,
CH235.9,CNE10,23.2,
CH235.9,CNE12,8.19,
CH235.9,CNE14,12.5,
CH235.9,CNE15,1.16,
CH235.9,CNE19,0.488,
CH235.9,CNE20,1.09,
CH235.9,CNE21,1.81,
CH235.9,CNE3,>50,
CH235.9,CNE30,4.31,
CH235.9,CNE31,>50,
CH235.9,CNE4,5.97,
CH235.9,CNE40,0.477,
CH235.9,CNE5,2.94,
CH235.9,CNE53,0.781,
CH235.9,CNE55,1.9,
CH235.9,CNE56,2.96,
CH235.9,CNE57,>50,
CH235.9,CNE58,>50,
CH235.9,CNE59,3.79,
CH235.9,CNE7,>50,
CH235.9,CNE8,3.22,
CH235.9,DJ263_8,2.9,
CH235.9,DU123_06,17.5,
CH235.9,DU151_02,1.33,
CH235.9,DU156_12,1.65,
CH235.9,DU172_17,1.74,
CH235.9,DU422_1,2.85,
CH235.9,H086_8,1.35,
CH235.9,HT593_1,2.23,
CH235.9,HXB2,0.243,
CH235.9,JRCSF,1.65,
CH235.9,JRFL,2.13,
CH235.9,KER2008_12,>50,
CH235.9,KER2018_11,9.89,
CH235.9,KNH1209_18,1.21,
CH235.9,MB201_A1,12.9,
CH235.9,MB539_2B7,11.7,
CH235.9,MI369_A5,2.64,
CH235.9,MN_3,1.27,
CH235.9,MS208_A1,2.77,
CH235.9,MW965_26,3.03,
CH235.9,NKU3006_EC1,1.29,
CH235.9,P1981_C5_3,>50,
CH235.9,PVO_4,3.53,
CH235.9,Q168_A2,1.1,
CH235.9,Q23_17,0.405,
CH235.9,Q259_17,7.46,
CH235.9,Q461_E2,6.95,
CH235.9,Q769_D22,0.981,
CH235.9,Q769_H5,2.55,
CH235.9,Q842_D12,0.378,
CH235.9,QH0515_1,7.95,
CH235.9,QH0692_42,10.8,
CH235.9,QH209_14M_A2,5.76,
CH235.9,R1166_C1,34.4,
CH235.9,R2184_C4,6.83,
CH235.9,R3265_C6,35,
CH235.9,REJO4541_67,>50,
CH235.9,RHPA4259_7,0.3,
CH235.9,S018_18,1.24,
CH235.9,SC422_8,3.73,
CH235.9,SF162,2.21,
CH235.9,SS1196_1,>50,
CH235.9,T250_4,>50,
CH235.9,T251_18,>50,
CH235.9,T253_11,>50,
CH235.9,T255_34,7.83,
CH235.9,T257_31,13.3,
CH235.9,T266_60,>50,
CH235.9,T278_50,>50,
CH235.9,T280_5,0.308,
CH235.9,T33_7,0.469,
CH235.9,TH966_8,1.7,
CH235.9,TH976_17,0.935,
CH235.9,THRO4156,>50,
CH235.9,TRJO4551_58,1.76,
CH235.9,TRO_11,4.68,
CH235.9,TV1_29,11,
CH235.9,TZA125_17,>50,
CH235.9,TZBD_02,38.9,
CH235.9,UG037_8,1.1,
CH235.9,WITO4160_33,3.65,
CH235.9,X1193_C1,4.08,
CH235.9,X1254_C3,>50,
CH235.9,X1632_S2_B10,1.18,
CH235.9,X2088_C9,>50,
CH235.9,X2131_C1_B5,10.3,
CH235.9,X2278_C2_B6,5.96,
CH235.9,YU2,0.761,
CH235.9,ZA012_29,11.5,
CH235.9,ZM106_9,2.09,
CH235.9,ZM109_4,2.5,
CH235.9,ZM135_10A,>50,
CH235.9,ZM176_66,1.21,
CH235.9,ZM197_7,10.5,
CH235.9,ZM214_15,10.1,
CH235.9,ZM215_8,1.71,
CH235.9,ZM233_6,5.02,
CH235.9,ZM249_1,0.598,
CH235.9,ZM53_12,4.44,
CH235.9,ZM55_28A,4.2,
CH27,1006_11_C3_1601,>50,
CH27,1054_07_TC4_1499,>50,
CH27,1394_C9G1,>19,
CH27,191955_A11,>19,
CH27,249M_B10,0.36,
CH27,6535_3,>19,
CH27,700010040_C9_4520,>50,
CH27,703010054_2A2_REV,>19,
CH27,703010200_1E5,>19,
CH27,704809221_1B3,>19,
CH27,AC10_29,>19,
CH27,BAL_26,>19,
CH27,BF1266_431A,>19,
CH27,BX08_16,>19,
CH27,CAP206_1_B5,>50,
CH27,CAP206_1_B5_Y681D,>50,
CH27,CAP45_G3,5.2,
CH27,CE0393_C3,>8,
CH27,CE0682_E4,0.11,
CH27,CE1086_B2,>8,
CH27,CE1176_A3,>8,
CH27,CE2010_F5,>8,
CH27,CE2060_G9,>19,
CH27,CH505_TF,<0.02,
CH27,CH505_W4_3,<0.02,
CH27,CM244_EC1,>19,
CH27,DU156_12,>8,
CH27,DU172_17,>50,
CH27,DU422_1,3.1,
CH27,MN_3,>19,
CH27,MW965_26,>19,
CH27,NP03,>19,
CH27,PVO_4,0.76,
CH27,Q23_17,>19,
CH27,Q259_17,>19,
CH27,Q461_E2,>19,
CH27,Q769_D22,>19,
CH27,Q842_D12,>19,
CH27,QH0692_42,8.91,
CH27,REJO4541_67,>19,
CH27,RHPA4259_7,1.97,
CH27,SC422_8,>19,
CH27,SF162,>19,
CH27,TH023_6,>19,
CH27,THRO4156,2.38,
CH27,TRJO4551_58,>19,
CH27,TRO_11,>19,
CH27,WEAU_D15_410,>50,
CH27,ZM197_7,>50,
CH27,ZM214_15,>8,
CH27,ZM246F,1.76,
CH27,ZM247_V1,1.76,
CH28,1006_11_C3_1601,>7.5,
CH28,1054_07_TC4_1499,>7.5,
CH28,1394_C9G1,>12.5,
CH28,191955_A11,>12.5,
CH28,249M_B10,0.2,
CH28,6535_3,>12.5,
CH28,700010040_C9_4520,>7.5,
CH28,703010054_2A2_REV,>12.5,
CH28,703010200_1E5,0.76,
CH28,704809221_1B3,>12.5,
CH28,AC10_29,>12.5,
CH28,BAL_26,>12.5,
CH28,BX08_16,>12.5,
CH28,CAP206_1_B5,>50,
CH28,CAP206_1_B5_Y681D,>50,
CH28,CAP45_G3,0.07,
CH28,CE0393_C3,1.35,
CH28,CE0682_E4,0.07,
CH28,CE1086_B2,0.43,
CH28,CE1176_A3,2.21,
CH28,CE2010_F5,>7.5,
CH28,CE2060_G9,>12.5,
CH28,CH505_TF,<0.02,
CH28,CH505_W4_3,<0.02,
CH28,CM244_EC1,>12.5,
CH28,DU156_12,2.8,
CH28,MN_3,>12.5,
CH28,MW965_26,>12.5,
CH28,NP03,>12.5,
CH28,PVO_4,0.31,
CH28,Q23_17,>12.5,
CH28,Q259_17,>12.5,
CH28,Q461_E2,>12.5,
CH28,Q769_D22,>12.5,
CH28,Q842_D12,0.54,
CH28,QH0692_42,3.4,
CH28,REJO4541_67,>12.5,
CH28,RHPA4259_7,0.13,
CH28,SC422_8,>12.5,
CH28,SF162,>12.5,
CH28,TH023_6,>12.5,
CH28,THRO4156,0.52,
CH28,TRJO4551_58,0.91,
CH28,TRO_11,>12.5,
CH28,WEAU_D15_410,2.4,
CH28,ZM214_15,7.4,
CH28,ZM246F,0.6,
CH28,ZM247_V1,0.07,
CH44,1006_11_C3_1601,>50,
CH44,1054_07_TC4_1499,>50,
CH44,1394_C9G1,>25,
CH44,191955_A11,>25,
CH44,249M_B10,0.09,
CH44,6535_3,>25,
CH44,700010040_C9_4520,>50,
CH44,703010054_2A2_REV,0.62,
CH44,703010200_1E5,1.12,
CH44,704809221_1B3,>25,
CH44,AC10_29,>25,
CH44,BAL_26,>25,
CH44,BF1266_431A,>25,
CH44,BX08_16,>25,
CH44,CAP45_G3,0.18,
CH44,CE0393_C3,>50,
CH44,CE0682_E4,0.05,
CH44,CE1086_B2,9.23,
CH44,CE1176_A3,>50,
CH44,CE2010_F5,>50,
CH44,CE2060_G9,>25,
CH44,CM244_EC1,>25,
CH44,DU156_12,1.5,
CH44,DU172_17,>50,
CH44,DU422_1,0.2,
CH44,MN_3,>25,
CH44,MW965_26,0.43,
CH44,NP03,>25,
CH44,PVO_4,0.37,
CH44,Q23_17,>25,
CH44,Q259_17,>25,
CH44,Q461_E2,4.71,
CH44,Q769_D22,>25,
CH44,Q842_D12,>25,
CH44,QH0692_42,>25,
CH44,REJO4541_67,>25,
CH44,RHPA4259_7,0.47,
CH44,SC422_8,6.13,
CH44,SF162,>25,
CH44,TH023_6,>25,
CH44,THRO4156,1.63,
CH44,TRJO4551_58,1.53,
CH44,TRO_11,>25,
CH44,WEAU_D15_410,0.15,
CH44,ZM197_7,1.1,
CH44,ZM214_15,4.9,
CH44,ZM246F,0.76,
CH44,ZM247_V1,0.15,
CH45,1006_11_C3_1601,>50,
CH45,1054_07_TC4_1499,>50,
CH45,1394_C9G1,>50,
CH45,191955_A11,>50,
CH45,249M_B10,>50,
CH45,6535_3,31.3,
CH45,700010040_C9_4520,>50,
CH45,703010054_2A2_REV,>50,
CH45,703010200_1E5,>50,
CH45,704809221_1B3,>50,
CH45,AC10_29,>50,
CH45,BAL_26,35.8,
CH45,BF1266_431A,>50,
CH45,BX08_16,33.9,
CH45,CAP45_G3,>50,
CH45,CE0393_C3,>50,
CH45,CE0682_E4,>50,
CH45,CE1086_B2,>50,
CH45,CE1176_A3,>50,
CH45,CE2010_F5,>50,
CH45,CE2060_G9,>50,
CH45,CM244_EC1,>50,
CH45,DU156_12,>50,
CH45,DU172_17,>50,
CH45,DU422_1,>50,
CH45,MN_3,1.31,
CH45,MW965_26,0.04,
CH45,NP03,>50,
CH45,PVO_4,>50,
CH45,Q23_17,>50,
CH45,Q259_17,>50,
CH45,Q461_E2,>50,
CH45,Q769_D22,>50,
CH45,Q842_D12,>50,
CH45,QH0692_42,>50,
CH45,REJO4541_67,>50,
CH45,RHPA4259_7,>50,
CH45,SC422_8,>50,
CH45,SF162,4.7,
CH45,TH023_6,13.32,
CH45,THRO4156,>50,
CH45,TRJO4551_58,>50,
CH45,TRO_11,>50,
CH45,WEAU_D15_410,>50,
CH45,ZM197_7,>50,
CH45,ZM214_15,>50,
CH45,ZM246F,>50,
CH45,ZM247_V1,>50,
CH48,1006_11_C3_1601,>50,
CH48,1054_07_TC4_1499,>50,
CH48,1394_C9G1,>50,
CH48,191955_A11,>50,
CH48,249M_B10,>50,
CH48,6535_3,>50,
CH48,700010040_C9_4520,>50,
CH48,703010054_2A2_REV,>50,
CH48,703010200_1E5,>50,
CH48,704809221_1B3,>50,
CH48,AC10_29,>50,
CH48,BAL_26,12,
CH48,BF1266_431A,>50,
CH48,BX08_16,5.1,
CH48,CAP206_1_B5,36,
CH48,CAP206_1_B5_Y681D,0.27,
CH48,CAP45_G3,>50,
CH48,CE0393_C3,>50,
CH48,CE0682_E4,>50,
CH48,CE1086_B2,>50,
CH48,CE1176_A3,>50,
CH48,CE2010_F5,>50,
CH48,CE2060_G9,>50,
CH48,CH505_TF,>50,
CH48,CH505_W4_3,0.02,
CH48,CM244_EC1,>50,
CH48,DU156_12,>50,
CH48,DU172_17,>50,
CH48,DU422_1,>50,
CH48,MN_3,0.06,
CH48,MW965_26,0.003,
CH48,NP03,>50,
CH48,PVO_4,>50,
CH48,Q23_17,>50,
CH48,Q259_17,>50,
CH48,Q461_E2,>50,
CH48,Q769_D22,>50,
CH48,Q842_D12,>50,
CH48,QH0692_42,>50,
CH48,REJO4541_67,>50,
CH48,RHPA4259_7,>50,
CH48,SC422_8,>50,
CH48,SF162,3.6,
CH48,TH023_6,13.46,
CH48,THRO4156,>50,
CH48,TRJO4551_58,>50,
CH48,TRO_11,>50,
CH48,WEAU_D15_410,>50,
CH48,ZM197_7,>50,
CH48,ZM214_15,>50,
CH48,ZM246F,38.2,
CH48,ZM247_V1,>50,
CH98,1394_C9G1,3.2,
CH98,3016_V5_C45,5.3,
CH98,6101_1,>50,
CH98,6240_08_TA5_4622,>50,
CH98,6244_13_B5_4567,0.9,
CH98,6535_3,>50,
CH98,703010054_2A2,>50,
CH98,92RW020_2,6.8,
CH98,AC10_29,13,
CH98,BAL_26,0.3,
CH98,BF1266_431A,>50,
CH98,BX08_16,6.1,
CH98,CAAN5342,>50,
CH98,CAP45_G3,4.2,
CH98,CE0682_E4,12,
CH98,CE2060_G9,43,
CH98,CM244_EC1,>50,
CH98,DU151_02,24,
CH98,DU156_12,10,
CH98,DU422_1,>50,
CH98,MN_3,<.02,
CH98,MW965_26,<.02,
CH98,NP03,0.1,
CH98,P0402_C2_11,3.3,
CH98,PVO_4,49,
CH98,Q168_A2,>50,
CH98,Q23_17,>50,
CH98,Q842_D12,>50,
CH98,QH0692_42,3.9,
CH98,REJO4541_67,1.1,
CH98,RHPA4259_7,0.7,
CH98,SC422_8,8.9,
CH98,SF162,0.24,
CH98,SS1196_1,>50,
